text_raport|text_clean_debug|eticheta_problema|eticheta_departament|eticheta_urgenta|data_raport
defectiune aona expeditie: eroare citire debitmetru.|Defectiune zona expeditie: eroare citire debitmetru.|senzori_instrumentatie|Electric|critica|2025-12-18
verifidati statia vopsire, ping timmeout|Verificati statia vopsire, ping timeout|conectivitate_retea|Software|medie|2025-12-14
la robkt sudjra: touvhscreen decalwt.|La robot sudura: touchscreen decalat.|hardware_it|Software|medie|2026-01-28
verificait linia 2, invertorul e in varie|Verificati linia 2, invertorul e in avarie|componente_automatizare|Electric|mica|2025-12-19
touchscreen decalat zona lresa hidraulica|touchscreen decalat zona presa hidraulica|hardware_it|Software|medie|2026-01-10
caglu de rete scos zona robot sduura|cablu de retea scos zona robot sudura|conectivitate_retea|Software|medie|2025-12-16
defectiune cupttor tratament: angrenaj gripat.|Defectiune cuptor tratament: angrenaj gripat.|blocaj_mecanic|Mecanic|mica|2026-01-11
la zona wmbalare: termocupla defecta.|La zona ambalare: termocupla defecta.|senzori_instrumentatie|Electric|medie|2026-01-14
defectiunne presa hidraulica: s--a blocat bratul robotic.|Defectiune presa hidraulica: s-a blocat bratul robotic.|blocaj_mecanic|Mecanic|critica|2026-01-29
furtun preiune spart zona statia vopsire|furtun presiune spart zona statia vopsire|scurgere_lichide|Mecanic|mica|2026-01-05
la camera compreslare: pierdere pachete date.|La camera compresoare: pierdere pachete date.|conectivitate_retea|Software|critica|2025-12-24
verificati liinia 1, touchcreen-ul nu raspundee la taingere|Verificati linia 1, touchscreen-ul nu raspunde la atingere|hardware_it|Software|critica|2026-01-14
verificati zona ambalare,diti rhpti la oata dintata|Verificati zona ambalare, dinti rupti la roata dintata|uzura_fizica|Mecanic|medie|2026-01-04
defecitune zona expeditie: zgomot de polizare.|Defectiune zona expeditie: zgomot de polizare.|uzura_fizica|Mecanic|medie|2025-12-29
defectinue robot sudura: adrdsa ip conflict.|Defectiune robot sudura: adresa IP conflict.|conectivitate_retea|Software|medie|2026-01-23
mentenana preventiva! butonuul de atart e ggri (inactiv) la cnc mazak|mentenanta preventiva! butonul de start e gri (inactiv) la cnc mazak|bug_aplicatie|Software|mica|2025-12-19
la zona expeditie: cood de eroare 404.|La zona expeditie: cod de eroare 404.|bug_aplicatie|Software|critica|2026-01-29
la magazie pisee: releu ars in tablou.|La magazie piese: releu ars in tablou.|componente_automatizare|Electric|medie|2026-01-25
incenddiu! furthn presiune spart la robot sudura|INCENDIU! furtun presiune spart la robot sudura|scurgere_lichide|Mecanic|critica|2025-12-17
defectiune cuptor tratament: pierdere paxhete dtae.|Defectiune cuptor tratament: pierdere pachete date.|conectivitate_retea|Software|mica|2025-12-13
la statia vopsire: nu vedde stick-ul usb.|La statia vopsire: nu vede stick-ul USB.|hardware_it|Software|medie|2026-01-19
urgent! scurgere de ulie sub utilaj la camea comprresoare|URGENT! scurgere de ulei sub utilaj la camera compresoare|scurgere_lichide|Mecanic|critica|2026-01-30
zdresa ip conflict la statiaa vopsire. cand se paote|adresa IP conflict la statia vopsire. cand se poate|conectivitate_retea|Software|mica|2026-01-19
zgomot ciudat! releu ars in tablpu la magazie piese|zgomot ciudat! releu ars in tablou la magazie piese|componente_automatizare|Electric|medie|2025-12-29
ccod de roare 404 la obot kuka. merge rgeu|cod de eroare 404 la robot kuka. merge greu|bug_aplicatie|Software|medie|2026-01-14
defctiune cnc mazak: cabblu sectionat.|Defectiune cnc mazak: cablu sectionat.|alimentare_curent|Electric|mica|2026-01-27
touchscrreen decalat la zona exeditie. noota informativa|touchscreen decalat la zona expeditie. nota informativa|hardware_it|Software|mica|2026-01-27
usa de protectie inntepenita la cuptir tratamentt. nota informativa|usa de protectie intepenita la cuptor tratament. nota informativa|blocaj_mecanic|Mecanic|mica|2026-01-28
angrenaj gripat zonna statia vopsiree|angrenaj gripat zona statia vopsire|blocaj_mecanic|Mecanic|critica|2026-01-03
la camera compresoare: touchscrern-ul nu raspund la ayingere.|La camera compresoare: touchscreen-ul nu raspunde la atingere.|hardware_it|Software|medie|2026-01-04
verificati linia 2, pierder pachete date|Verificati linia 2, pierdere pachete date|conectivitate_retea|Software|mica|2026-01-27
verificati zona ambalare,contacctul nu cupleaza|Verificati zona ambalare, contactul nu cupleaza|componente_automatizare|Electric|medie|2026-02-06
cod de eroare 404 ozna robot suduar|cod de eroare 404 zona robot sudura|bug_aplicatie|Software|medie|2026-01-08
pistonul nu mai revine zona pres hkdraulica|pistonul nu mai revine zona presa hidraulica|blocaj_mecanic|Mecanic|mica|2026-01-26
verificati statia vopsire,ecran negtu complet|Verificati statia vopsire, ecran negru complet|hardware_it|Software|mica|2026-01-14
scurgere de lei sub utlaj la linia 1. opriti got|scurgere de ulei sub utilaj la linia 1. OPRITI TOT|scurgere_lichide|Mecanic|critica|2026-01-07
la magazie piese: banda trasportoare sfiaiata.|La magazie piese: banda transportoare sfiasiata.|uzura_fizica|Mecanic|critica|2025-12-19
ris accidnt! lany ruptt la cmc mazak|RISC ACCIDENT! lant rupt la cnc mazak|uzura_fizica|Mecanic|critica|2025-12-17
la liniia 1: transformmator supraincalzit.|La linia 1: transformator supraincalzit.|componente_automatizare|Electric|critica|2025-12-25
mdrge geu! galva hidrauliica blocaa la zona ammbalare|merge greu! valva hidraulica blocata la zona ambalare|blocaj_mecanic|Mecanic|medie|2025-12-12
ddefectiune rohot suura: motorul declanseaza protectia termica.|Defectiune robot sudura: motorul declanseaza protectia termica.|componente_automatizare|Electric|critica|2025-12-24
nu se incraca reteta zona robot sduura|nu se incarca reteta zona robot sudura|bug_aplicatie|Software|mica|2026-02-08
flutuatii de tensiune zona cnc mazak|fluctuatii de tensiune zona cnc mazak|alimentare_curent|Electric|critica|2026-02-05
bue screen la pornier la cuptor tratamment. incendiu|blue screen la pornire la cuptor tratament. INCENDIU|bug_aplicatie|Software|critica|2025-12-28
dinti urpti la roata dintata zona cuptor tratament|dinti rupti la roata dintata zona cuptor tratament|uzura_fizica|Mecanic|mica|2026-01-03
riac accidnet! valoare zero la sezor temperatura la presa hidraulica|RISC ACCIDENT! valoare zero la senzor temperatura la presa hidraulica|senzori_instrumentatie|Electric|critica|2026-02-03
verifficati robpt sudura, relu ars in tablou|Verificati robot sudura, releu ars in tablou|componente_automatizare|Electric|medie|2025-12-19
verificati presa hidraulicca,bug in soft la aslvare|Verificati presa hidraulica, bug in soft la salvare|bug_aplicatie|Software|mica|2026-02-09
la ccn mazak:: senorul nu cciteste nimic.|La cnc mazak: senzorul nu citeste nimic.|senzori_instrumentatie|Electric|mica|2026-01-30
touchscreen drcalat la robt sudura. merhe greu|touchscreen decalat la robot sudura. merge greu|hardware_it|Software|medie|2025-12-21
ax desecntrat zona robot sudua|ax descentrat zona robot sudura|uzura_fizica|Mecanic|medie|2026-01-20
la zona ammbalare: s-a blocat bratul robotic.|La zona ambalare: s-a blocat bratul robotic.|blocaj_mecanic|Mecanic|critica|2026-01-11
incetineste productia! ping timeouut la inia 2|incetineste productia! ping timeout la linia 2|conectivitate_retea|Software|medie|2025-12-27
la cuptor tratment: dattele nu se actualizeaza.|La cuptor tratament: datele nu se actualizeaza.|bug_aplicatie|Software|medie|2025-12-18
verifcati linia 2, s-a bloct bratul roobtic|Verificati linia 2, s-a blocat bratul robotic|blocaj_mecanic|Mecanic|medie|2026-02-01
zgomott ciudat! adresa ip conflict la statia vopsire|zgomot ciudat! adresa IP conflict la statia vopsire|conectivitate_retea|Software|medie|2026-01-21
derectiune dobot sudyra: roel bllocate la banda.|Defectiune robot sudura: role blocate la banda.|blocaj_mecanic|Mecanic|mica|2025-12-27
la zona expeditie: angrenaj gripat.|La zona expeditie: angrenaj gripat.|blocaj_mecanic|Mecanic|medie|2026-02-03
ddefectiune robot kuka: ecran negru complet.|Defectiune robot kuka: ecran negru complet.|hardware_it|Software|critica|2026-01-09
nu ocmunica cu serverul zon cnnc mazak|nu comunica cu serverul zona cnc mazak|conectivitate_retea|Software|medie|2025-12-30
vlaoare zero la senzor tempertura zona camera compresoare|valoare zero la senzor temperatura zona camera compresoare|senzori_instrumentatie|Electric|critica|2025-12-21
ocd de eroare 404 ona magazie piese|cod de eroare 404 zona magazie piese|bug_aplicatie|Software|critica|2025-12-23
la magazis piese: nu comuica cu serverul.|La magazie piese: nu comunica cu serverul.|conectivitate_retea|Software|mica|2026-01-21
la rbot kuka:: senzor proxmiitate lovitt.|La robot kuka: senzor proximitate lovit.|senzori_instrumentatie|Electric|medie|2026-02-06
verificai camera compressoare,droare pe ecran|Verificati camera compresoare, eroare pe ecran|bug_aplicatie|Software|medie|2025-12-15
incendiu! valowre zro la senzor tempratura la liniw 2|INCENDIU! valoare zero la senzor temperatura la linia 2|senzori_instrumentatie|Electric|critica|2026-01-14
defectiune linka 2: pistonul nu mai revine.|Defectiune linia 2: pistonul nu mai revine.|blocaj_mecanic|Mecanic|medie|2026-01-31
vaselina ucrge din lagar zona camera compresaore|vaselina curge din lagar zona camera compresoare|scurgere_lichide|Mecanic|mica|2026-01-03
la robt sudura releu ars in tavlou.|La robot sudura: releu ars in tablou.|componente_automatizare|Electric|medie|2026-01-12
la camera comppresoare: tastaturaa bpocata.|La camera compresoare: tastatura blocata.|hardware_it|Software|medie|2025-12-17
pierde lichkd hidraulicc la camera compresorae. incetineste productia|pierde lichid hidraulic la camera compresoare. incetineste productia|scurgere_lichide|Mecanic|medie|2026-02-03
verificati zona expeditie, unitatea pc caraie|Verificati zona expeditie, unitatea PC caraie|hardware_it|Software|medie|2026-02-05
adresa ip conflict la zona sxpeditie. nota informativa|adresa IP conflict la zona expeditie. nota informativa|conectivitate_retea|Software|mica|2026-02-07
defectiune zona ambalare: foocelula murdraa.|Defectiune zona ambalare: fotocelula murdara.|senzori_instrumentatie|Electric|critica|2026-01-24
fotocelula murdara la resa ihdraulica. caand se poate|fotocelula murdara la presa hidraulica. cand se poate|senzori_instrumentatie|Electric|mica|2025-12-14
dfectiune robot kuka: ubtonul de stat e grii (inactiv).|Defectiune robot kuka: butonul de start e gri (inactiv).|bug_aplicatie|Software|medie|2025-12-19
ddfectiune linia 2: pierde lichid hidraulic.|Defectiune linia 2: pierde lichid hidraulic.|scurgere_lichide|Mecanic|medie|2025-12-12
verificati linia 2, ping timoeut|Verificati linia 2, ping timeout|conectivitate_retea|Software|medie|2026-01-12
defectiune cuptor tratamnet: varaitorul de turatie e rosu.|Defectiune cuptor tratament: variatorul de turatie e rosu.|componente_automatizare|Electric|medie|2025-12-20
verificati robot kuka, fotocelula murdara|Verificati robot kuka, fotocelula murdara|senzori_instrumentatie|Electric|critica|2026-01-08
la lonia 2: daele nu se actaulizeaza.|La linia 2: datele nu se actualizeaza.|bug_aplicatie|Software|critica|2025-12-28
la cuptor tratament: senzor proximitate lovit..|La cuptor tratament: senzor proximitate lovit.|senzori_instrumentatie|Electric|mica|2026-01-29
la liniia 2: picura apa idn racire.|La linia 2: picura apa din racire.|scurgere_lichide|Mecanic|mica|2026-02-07
vreificati robot kuka, bluee screen la ppornire|Verificati robot kuka, blue screen la pornire|bug_aplicatie|Software|mica|2026-01-16
incetinesge porductia! aplicaia s-a inchis siingura la robog sudura|incetineste productia! aplicatia s-a inchis singura la robot sudura|bug_aplicatie|Software|medie|2026-02-04
nu se aprinde becyl de control la camera compresoare. nota informativa|nu se aprinde becul de control la camera compresoare. nota informativa|alimentare_curent|Electric|mica|2026-01-30
deefectiune linia 2: touchscreen decalat.|Defectiune linia 2: touchscreen decalat.|hardware_it|Software|medie|2026-02-02
defrctiune persa hidraulica: butnul de start e gri (inactivv).|Defectiune presa hidraulica: butonul de start e gri (inactiv).|bug_aplicatie|Software|mica|2026-01-08
mentenanta prevntiva! erare pe ecran la robot suduar|mentenanta preventiva! eroare pe ecran la robot sudura|bug_aplicatie|Software|mica|2026-02-06
senzor proximitate lovit la robot sudura. incetineste productia|senzor proximitate lovit la robot sudura. incetineste productia|senzori_instrumentatie|Electric|medie|2026-01-16
la roboot sudura nu ave tensiune la panou.|La robot sudura: nu avem tensiune la panou.|alimentare_curent|Electric|medie|2025-12-16
incetineste productia! laht rrupt la roobot ukka|incetineste productia! lant rupt la robot kuka|uzura_fizica|Mecanic|medie|2026-01-11
nu se incarca eteta zona magazie piees|nu se incarca reteta zona magazie piese|bug_aplicatie|Software|mica|2026-02-05
datele nu se actualizaza la cnv mqzak. nu e graba|datele nu se actualizeaza la cnc mazak. nu e graba|bug_aplicatie|Software|mica|2026-02-03
la linia 1: touchscreen decalat.|La linia 1: touchscreen decalat.|hardware_it|Software|medie|2025-12-18
cod de eroare 404 zona staatia vopsire|cod de eroare 404 zona statia vopsire|bug_aplicatie|Software|critica|2026-01-09
verificare izuala! poerdere pachete dage la linia 2|verificare vizuala! pierdere pachete date la linia 2|conectivitate_retea|Software|mica|2025-12-21
la zona expeditie: calu de rretea xcos.|La zona expeditie: cablu de retea scos.|conectivitate_retea|Software|critica|2025-12-22
onta informativa!! nu mai culseaza saniaa la statia opsire|nota informativa! nu mai culiseaza sania la statia vopsire|blocaj_mecanic|Mecanic|mica|2025-12-15
la robt kuka: tastayura blocata.|La robot kuka: tastatura blocata.|hardware_it|Software|critica|2026-02-07
verificcati magazie piese,vaselina curge fin algar|Verificati magazie piese, vaselina curge din lagar|scurgere_lichide|Mecanic|critica|2026-01-08
unitatea pc caraie la magazie ipese. urgen|unitatea PC caraie la magazie piese. URGENT|hardware_it|Software|critica|2026-01-23
cod de eroare 404 zona zona expeditie|cod de eroare 404 zona zona expeditie|bug_aplicatie|Software|critica|2025-12-26
se audde hrat un mottor znoa linia 1|se aude urat un motor zona linia 1|uzura_fizica|Mecanic|critica|2026-01-20
la robot kuka: batae in reductor.|La robot kuka: bataie in reductor.|uzura_fizica|Mecanic|critica|2026-01-01
la robot sudura: termoucpla defecta.|La robot sudura: termocupla defecta.|senzori_instrumentatie|Electric|critica|2026-01-03
mentenanta preventiva! lan rutp la zona expeditie|mentenanta preventiva! lant rupt la zona expeditie|uzura_fizica|Mecanic|mica|2025-12-31
releu ars in tablou zona cuptor tratamnt|releu ars in tablou zona cuptor tratament|componente_automatizare|Electric|critica|2026-01-16
eroare citire debitmetru la cuptor tratament riisc accident|eroare citire debitmetru la cuptor tratament. RISC ACCIDENT|senzori_instrumentatie|Electric|critica|2026-01-06
defectiune sttaia vopsire: nu aavem rettea la hmi.|Defectiune statia vopsire: nu avem retea la hmi.|conectivitate_retea|Software|critica|2025-12-19
defectiune robt sdura: nu avem reea la hmi.|Defectiune robot sudura: nu avem retea la hmi.|conectivitate_retea|Software|critica|2026-01-21
nu vede stick-ul usb zona linia 2|nu vede stick-ul USB zona linia 2|hardware_it|Software|mica|2025-12-17
verificati magazie piese, erooare citire debittmetru|Verificati magazie piese, eroare citire debitmetru|senzori_instrumentatie|Electric|mica|2026-01-07
la magazie piese: nu merge internetul.|La magazie piese: nu merge internetul.|conectivitate_retea|Software|mica|2026-01-16
defectiune statiia vopsire: touchscreen-ul nu raspunde la atingere.|Defectiune statia vopsire: touchscreen-ul nu raspunde la atingere.|hardware_it|Software|critica|2025-12-13
